Call ID,Customer Company Name,Sentiment,CSAT Score,Call Timestamp,Reason,City,State,Channel,Response Time,Call Duration (in Minutes),Call Center,First Contact Resolution (FCR) Flag,Abandon Flag,Agent
DKK-26896170-w-729433-fU,Pinnacle Group,Very Positive,5,1/21/23 14:14,New Service Inquiry,Detroit,Texas,Call-Center,Above SLA,56,Chicago/IL,Y,Y,David Kim
DKK-65784452-w-413935-fU,Nova Enterprises,Neutral,1,11/25/23 16:50,New Service Inquiry,Los Angeles,New York,Chatbot,Above SLA,14,New York/NY,Y,Y,Daniel Lee
DKK-44010204-w-836541-fU,Astro Tech,Negative,4,7/25/23 3:21,Technical Support,Detroit,California,Call-Center,Within SLA,11,New York/NY,N,Y,Michael Brown
DKK-38627301-w-477367-fU,Pinnacle Group,Positive,4,3/10/23 16:20,New Service Inquiry,New York,California,Call-Center,Within SLA,12,Chicago/IL,Y,N,John Smith
DKK-23503047-w-931253-fU,Prime Associates,Very Negative,2,8/26/23 10:28,New Service Inquiry,New York,California,Chatbot,Within SLA,40,New York/NY,Y,N,John Smith
DKK-25587877-w-472142-fU,Delta Services,Neutral,2,4/18/23 22:28,Billing Question,Houston,Arizona,Chatbot,Above SLA,39,Chicago/IL,N,Y,Anita Patel
DKK-10171261-w-450697-fU,Berge and Sons,Negative,1,7/22/23 11:41,New Service Inquiry,Detroit,Arizona,Chatbot,Above SLA,47,Los Angeles/CA,N,Y,Linda Chen
DKK-60436261-w-250060-fU,Alpha Solutions,Very Positive,1,6/19/23 13:21,Payment Issue,Phoenix,Arizona,Call-Center,Within SLA,30,Chicago/IL,Y,N,Anita Patel
DKK-64239443-w-886261-fU,Global Ventures,Positive,4,11/11/23 0:54,Payment Issue,Houston,Arizona,Call-Center,Above SLA,42,Dallas/TX,N,N,Linda Chen
DKK-51618306-w-899906-fU,Omega Corp,Neutral,2,4/2/23 18:00,New Service Inquiry,San Diego,Texas,Chatbot,Within SLA,12,Los Angeles/CA,N,N,John Smith
DKK-35510364-w-896094-fU,Pinnacle Group,Very Positive,2,7/16/23 21:53,Payment Issue,Dallas,Texas,Call-Center,Above SLA,28,Los Angeles/CA,N,Y,Sophia Garcia
DKK-24140889-w-757406-fU,Global Ventures,Neutral,2,3/8/23 19:41,Technical Support,Phoenix,Arizona,Chatbot,Within SLA,56,Dallas/TX,N,N,Linda Chen
DKK-53907465-w-587711-fU,Pinnacle Group,Negative,5,3/2/23 19:57,Technical Support,Detroit,Texas,Chatbot,Above SLA,16,Chicago/IL,N,N,David Kim
DKK-52192718-w-848789-fU,Prime Associates,Positive,4,10/24/23 18:13,New Service Inquiry,New York,New York,Chatbot,Above SLA,51,New York/NY,N,N,Michael Brown
DKK-29484716-w-567329-fU,Global Ventures,Negative,1,10/12/23 3:22,New Service Inquiry,San Diego,Illinois,Chatbot,Within SLA,49,Los Angeles/CA,Y,Y,Anita Patel
DKK-85265597-w-697848-fU,Nova Enterprises,Positive,5,12/8/23 20:39,New Service Inquiry,Los Angeles,Illinois,Chatbot,Within SLA,16,Los Angeles/CA,N,N,Linda Chen
DKK-20384469-w-511342-fU,Berge and Sons,Negative,1,1/17/23 14:59,New Service Inquiry,San Antonio,New York,Call-Center,Above SLA,28,Los Angeles/CA,N,Y,John Smith
DKK-92010156-w-844043-fU,Prime Associates,Very Positive,1,4/13/23 19:49,Payment Issue,Houston,Arizona,Chatbot,Above SLA,50,Los Angeles/CA,Y,Y,Michael Brown
DKK-66298649-w-953210-fU,Global Ventures,Positive,4,3/8/23 7:59,Technical Support,Detroit,Illinois,Call-Center,Above SLA,26,Dallas/TX,Y,N,David Kim
DKK-77820819-w-947251-fU,Global Ventures,Very Positive,4,4/17/23 3:57,New Service Inquiry,San Jose,Michigan,Call-Center,Above SLA,25,Dallas/TX,Y,N,Emily Johnson
DKK-21561583-w-646730-fU,Techtronics Ltd,Very Negative,3,1/2/23 0:47,Service Outage,New York,Michigan,Chatbot,Above SLA,24,Los Angeles/CA,Y,Y,Daniel Lee
DKK-75600362-w-690844-fU,Techtronics Ltd,Negative,5,6/15/23 16:42,Service Outage,New York,Texas,Call-Center,Within SLA,34,Dallas/TX,Y,N,Emily Johnson
DKK-51618306-w-899906-fU,Nova Enterprises,Neutral,2,5/7/23 4:14,Service Outage,New York,Illinois,Call-Center,Within SLA,19,Dallas/TX,Y,Y,Sophia Garcia
DKK-24435957-w-827862-fU,Nova Enterprises,Negative,3,11/24/23 10:29,Service Outage,Phoenix,Texas,Chatbot,Within SLA,13,Chicago/IL,Y,N,Michael Brown
DKK-55349554-w-127031-fU,Delta Services,Positive,2,5/16/23 20:23,Service Outage,Dallas,Illinois,Chatbot,Above SLA,19,Dallas/TX,Y,Y,Anita Patel
DKK-26183182-w-343985-fU,Astro Tech,Neutral,5,3/28/23 6:56,Payment Issue,San Antonio,Michigan,Call-Center,Within SLA,6,Dallas/TX,N,Y,Daniel Lee
DKK-51618306-w-899906-fU,Omega Corp,Neutral,2,4/2/23 18:00,New Service Inquiry,San Diego,Texas,Chatbot,Within SLA,12,Los Angeles/CA,N,N,John Smith
DKK-22328193-w-840311-fU,Nova Enterprises,Negative,5,10/24/23 17:32,Service Outage,New York,Illinois,Chatbot,Within SLA,26,Dallas/TX,Y,Y,Sophia Garcia
DKK-35905418-w-920797-fU,Global Ventures,Neutral,3,5/26/23 0:06,Account Update,San Antonio,Illinois,Chatbot,Within SLA,18,Los Angeles/CA,N,Y,Michael Brown
DKK-39052122-w-329150-fU,Pinnacle Group,Negative,1,3/12/23 0:13,Payment Issue,Chicago,Illinois,Call-Center,Above SLA,39,New York/NY,N,N,Michael Brown
DKK-56615323-w-818936-fU,Berge and Sons,Very Negative,2,3/26/23 15:25,Payment Issue,Dallas,Illinois,Call-Center,Above SLA,3,Chicago/IL,N,N,Anita Patel
DKK-82760919-w-665246-fU,Prime Associates,Negative,4,6/15/23 10:47,Technical Support,Los Angeles,Illinois,Call-Center,Within SLA,8,Los Angeles/CA,Y,N,Michael Brown
DKK-54033202-w-788048-fU,Global Ventures,Negative,2,4/20/23 23:07,Technical Support,New York,Illinois,Chatbot,Within SLA,32,Los Angeles/CA,N,Y,Anita Patel
DKK-35201063-w-172509-fU,Delta Services,Neutral,5,5/1/23 8:46,Service Outage,Phoenix,New York,Call-Center,Within SLA,24,Los Angeles/CA,N,Y,Linda Chen
DKK-54033202-w-788048-fU,Global Ventures,Negative,3,1/30/23 18:19,New Service Inquiry,Houston,California,Chatbot,Within SLA,11,Chicago/IL,Y,N,Michael Brown
DKK-93971984-w-959187-fU,Alpha Solutions,Very Negative,2,2/12/23 8:03,New Service Inquiry,San Antonio,Michigan,Chatbot,Above SLA,37,Dallas/TX,Y,N,Emily Johnson
DKK-68228782-w-592405-fU,Alpha Solutions,Neutral,2,9/27/23 9:10,New Service Inquiry,Chicago,Texas,Call-Center,Above SLA,10,Dallas/TX,Y,Y,Anita Patel
DKK-68228782-w-592405-fU,Alpha Solutions,Neutral,2,9/27/23 9:10,New Service Inquiry,Chicago,Texas,Call-Center,Above SLA,10,Dallas/TX,Y,Y,Anita Patel
DKK-92800503-w-105602-fU,Alpha Solutions,Very Negative,4,7/12/23 23:41,Technical Support,San Jose,California,Call-Center,Within SLA,49,Chicago/IL,N,Y,Sophia Garcia
DKK-19116701-w-178726-fU,Berge and Sons,Positive,3,9/15/23 6:04,New Service Inquiry,Houston,Arizona,Chatbot,Above SLA,24,Chicago/IL,N,N,Linda Chen
DKK-65742008-w-250870-fU,Nova Enterprises,Very Positive,4,11/17/23 11:44,Account Update,Detroit,New York,Chatbot,Within SLA,1,Chicago/IL,Y,N,Linda Chen
DKK-94532415-w-188275-fU,Astro Tech,Very Negative,5,7/14/23 17:44,New Service Inquiry,New York,New York,Chatbot,Above SLA,59,Los Angeles/CA,N,N,Michael Brown
DKK-44962095-w-536563-fU,Nova Enterprises,Positive,2,1/28/23 17:52,New Service Inquiry,San Antonio,Illinois,Call-Center,Above SLA,58,Dallas/TX,N,N,John Smith
DKK-68067119-w-502788-fU,Pinnacle Group,Negative,5,9/27/23 10:17,New Service Inquiry,Houston,Arizona,Call-Center,Above SLA,9,Dallas/TX,Y,N,Daniel Lee
DKK-15624211-w-864143-fU,Delta Services,Negative,1,6/28/23 7:19,New Service Inquiry,Dallas,Michigan,Chatbot,Above SLA,5,New York/NY,Y,N,Michael Brown
DKK-27468099-w-231439-fU,Nova Enterprises,Very Positive,5,6/17/23 2:57,New Service Inquiry,Houston,California,Call-Center,Within SLA,54,New York/NY,N,N,Emily Johnson
DKK-57642682-w-927180-fU,Techtronics Ltd,Very Negative,1,10/12/23 9:02,New Service Inquiry,Chicago,New York,Call-Center,Above SLA,2,Chicago/IL,Y,N,Emily Johnson
DKK-93002388-w-399851-fU,Berge and Sons,Very Negative,2,8/24/23 1:20,Payment Issue,New York,California,Chatbot,Within SLA,60,Los Angeles/CA,N,N,Daniel Lee
DKK-56036776-w-673376-fU,Astro Tech,Neutral,2,7/27/23 3:45,Payment Issue,San Jose,New York,Call-Center,Above SLA,4,New York/NY,N,N,David Kim
DKK-50269226-w-645889-fU,Prime Associates,Negative,3,12/22/23 13:40,New Service Inquiry,New York,Texas,Chatbot,Within SLA,12,Dallas/TX,Y,N,Linda Chen
DKK-49450469-w-522396-fU,Techtronics Ltd,Negative,5,6/17/23 2:48,New Service Inquiry,Dallas,Texas,Call-Center,Above SLA,34,Chicago/IL,Y,N,David Kim
DKK-19371834-w-314164-fU,Prime Associates,Very Positive,5,9/3/23 20:24,Service Outage,Dallas,Illinois,Call-Center,Within SLA,47,Chicago/IL,N,Y,Emily Johnson
DKK-27468099-w-231439-fU,Nova Enterprises,Very Positive,5,6/17/23 2:57,New Service Inquiry,Houston,California,Call-Center,Within SLA,54,New York/NY,N,N,Emily Johnson
DKK-15624211-w-864143-fU,Delta Services,Negative,1,6/28/23 7:19,New Service Inquiry,Dallas,Michigan,Chatbot,Above SLA,5,New York/NY,Y,N,Anita Patel
DKK-17928455-w-562230-fU,Techtronics Ltd,Very Positive,4,2/5/23 17:26,Payment Issue,Houston,Arizona,Chatbot,Above SLA,3,Chicago/IL,Y,Y,Daniel Lee
DKK-52192718-w-848789-fU,Global Ventures,Positive,5,3/17/23 5:23,New Service Inquiry,New York,Arizona,Chatbot,Above SLA,55,Los Angeles/CA,N,N,Anita Patel
DKK-92929119-w-732903-fU,Berge and Sons,Neutral,2,11/23/23 2:40,New Service Inquiry,New York,Michigan,Chatbot,Within SLA,1,Chicago/IL,Y,N,Linda Chen
DKK-64914309-w-254646-fU,Astro Tech,Positive,3,9/9/23 19:30,Service Outage,Houston,California,Call-Center,Above SLA,13,New York/NY,N,N,Sophia Garcia
DKK-58810621-w-460435-fU,Nova Enterprises,Positive,4,1/28/23 23:25,Payment Issue,Houston,California,Chatbot,Within SLA,23,Los Angeles/CA,Y,Y,Emily Johnson
DKK-26183182-w-343985-fU,Astro Tech,Neutral,5,3/28/23 6:56,Payment Issue,San Antonio,Michigan,Call-Center,Within SLA,6,Dallas/TX,N,Y,Michael Brown
DKK-22289714-w-690140-fU,Omega Corp,Neutral,5,12/3/23 2:53,Service Outage,Los Angeles,Texas,Call-Center,Above SLA,53,Chicago/IL,Y,N,Michael Brown
DKK-43062033-w-310376-fU,Berge and Sons,Neutral,3,2/27/23 10:31,Service Outage,New York,New York,Chatbot,Above SLA,10,New York/NY,N,Y,Linda Chen
DKK-21342610-w-340133-fU,Pinnacle Group,Positive,5,12/16/23 1:43,Service Outage,Houston,Illinois,Chatbot,Within SLA,47,Chicago/IL,Y,Y,Michael Brown
DKK-81899122-w-938700-fU,Alpha Solutions,Negative,2,3/18/23 12:56,New Service Inquiry,San Jose,Texas,Chatbot,Above SLA,7,Los Angeles/CA,Y,N,Sophia Garcia
DKK-74409483-w-166820-fU,Omega Corp,Very Positive,1,2/2/23 7:11,New Service Inquiry,New York,Texas,Chatbot,Within SLA,24,Dallas/TX,N,Y,Daniel Lee
DKK-32242269-w-224703-fU,Omega Corp,Neutral,2,11/24/23 14:52,New Service Inquiry,San Diego,Texas,Chatbot,Above SLA,15,Los Angeles/CA,N,N,Michael Brown
DKK-25037501-w-480093-fU,Global Ventures,Very Positive,5,8/2/23 9:42,Technical Support,Chicago,Arizona,Call-Center,Above SLA,6,Chicago/IL,N,Y,Emily Johnson
DKK-17928063-w-380915-fU,Astro Tech,Positive,1,1/30/23 8:56,New Service Inquiry,San Jose,Michigan,Call-Center,Above SLA,11,Dallas/TX,Y,N,John Smith
DKK-90162355-w-133730-fU,Astro Tech,Negative,4,12/17/23 6:30,Account Update,Dallas,New York,Call-Center,Within SLA,22,Chicago/IL,Y,Y,John Smith
DKK-51618306-w-899906-fU,Delta Services,Positive,3,9/13/23 17:45,New Service Inquiry,San Diego,California,Chatbot,Above SLA,4,Chicago/IL,N,Y,Sophia Garcia
DKK-44442079-w-901324-fU,Berge and Sons,Very Negative,1,8/19/23 6:02,Technical Support,San Diego,Texas,Call-Center,Above SLA,1,Dallas/TX,N,Y,David Kim
DKK-58382833-w-730171-fU,Berge and Sons,Very Positive,2,2/6/23 8:04,Payment Issue,Detroit,New York,Chatbot,Above SLA,40,Los Angeles/CA,Y,N,John Smith
DKK-65716191-w-165370-fU,Alpha Solutions,Neutral,2,1/20/23 11:07,Technical Support,San Antonio,New York,Chatbot,Above SLA,27,Los Angeles/CA,N,Y,Emily Johnson
DKK-50802505-w-690977-fU,Delta Services,Very Negative,3,7/27/23 3:52,New Service Inquiry,Detroit,Illinois,Chatbot,Above SLA,56,Dallas/TX,N,Y,David Kim
DKK-31567349-w-908156-fU,Alpha Solutions,Neutral,2,8/7/23 14:33,Technical Support,Houston,Texas,Chatbot,Within SLA,43,Chicago/IL,Y,Y,Michael Brown
DKK-52192718-w-848789-fU,Global Ventures,Positive,5,3/17/23 5:23,New Service Inquiry,New York,Arizona,Chatbot,Above SLA,55,Los Angeles/CA,N,N,Anita Patel
DKK-65151517-w-545100-fU,Astro Tech,Neutral,4,8/15/23 20:10,New Service Inquiry,Phoenix,Texas,Chatbot,Above SLA,3,Los Angeles/CA,N,Y,Michael Brown
DKK-66192168-w-730593-fU,Nova Enterprises,Very Negative,2,6/13/23 4:56,New Service Inquiry,Detroit,Arizona,Chatbot,Within SLA,34,Los Angeles/CA,Y,N,Michael Brown
DKK-86573961-w-746048-fU,Prime Associates,Neutral,4,10/30/23 7:11,Payment Issue,Detroit,New York,Chatbot,Above SLA,5,Dallas/TX,N,Y,Michael Brown
DKK-50483309-w-279527-fU,Techtronics Ltd,Negative,3,5/10/23 14:18,New Service Inquiry,Dallas,Illinois,Chatbot,Above SLA,10,Los Angeles/CA,Y,N,Daniel Lee
DKK-94670334-w-738877-fU,Global Ventures,Negative,3,1/2/23 22:51,Payment Issue,Chicago,New York,Chatbot,Within SLA,30,Dallas/TX,Y,Y,John Smith
DKK-48773410-w-672291-fU,Delta Services,Very Positive,4,3/21/23 23:48,Payment Issue,Los Angeles,Arizona,Call-Center,Within SLA,30,Dallas/TX,Y,N,John Smith
DKK-58693037-w-486685-fU,Berge and Sons,Neutral,4,1/19/23 20:18,Payment Issue,New York,Arizona,Call-Center,Within SLA,40,New York/NY,Y,Y,David Kim
DKK-51122095-w-780817-fU,Global Ventures,Positive,3,1/6/23 16:42,Technical Support,San Diego,California,Call-Center,Above SLA,25,New York/NY,N,N,John Smith
DKK-57167658-w-139178-fU,Pinnacle Group,Negative,3,5/20/23 10:40,New Service Inquiry,Los Angeles,Michigan,Call-Center,Above SLA,29,Dallas/TX,Y,N,Linda Chen
DKK-91814099-w-106698-fU,Prime Associates,Very Positive,4,11/3/23 22:13,New Service Inquiry,San Diego,Illinois,Call-Center,Above SLA,9,Dallas/TX,Y,N,Linda Chen
DKK-52192718-w-848789-fU,Global Ventures,Positive,5,3/17/23 5:23,New Service Inquiry,New York,Arizona,Chatbot,Above SLA,55,Los Angeles/CA,N,N,Anita Patel
DKK-91226679-w-377030-fU,Techtronics Ltd,Neutral,2,11/26/23 8:00,New Service Inquiry,Detroit,Texas,Call-Center,Above SLA,16,Dallas/TX,Y,N,David Kim
DKK-88079524-w-925209-fU,Delta Services,Very Negative,1,1/4/23 5:30,New Service Inquiry,New York,California,Call-Center,Within SLA,15,New York/NY,N,Y,John Smith
DKK-77820819-w-947251-fU,Global Ventures,Very Positive,4,4/17/23 3:57,New Service Inquiry,San Jose,Michigan,Call-Center,Above SLA,25,Dallas/TX,Y,N,Emily Johnson
DKK-15624211-w-864143-fU,Delta Services,Negative,1,6/28/23 7:19,New Service Inquiry,Dallas,Michigan,Chatbot,Above SLA,5,New York/NY,Y,N,Anita Patel
DKK-22328193-w-840311-fU,Nova Enterprises,Negative,5,10/24/23 17:32,Service Outage,New York,Illinois,Chatbot,Within SLA,26,Dallas/TX,Y,Y,Sophia Garcia
DKK-42362828-w-649030-fU,Omega Corp,Positive,2,5/29/23 16:51,Technical Support,Chicago,Illinois,Chatbot,Within SLA,1,Los Angeles/CA,Y,N,Michael Brown
DKK-30506088-w-921067-fU,Omega Corp,Very Negative,1,9/22/23 19:23,New Service Inquiry,Detroit,Texas,Chatbot,Within SLA,15,Chicago/IL,N,N,Sophia Garcia
DKK-64502416-w-534324-fU,Techtronics Ltd,Very Positive,1,12/14/23 7:52,New Service Inquiry,Chicago,Illinois,Chatbot,Within SLA,3,Los Angeles/CA,Y,N,Sophia Garcia
DKK-61825262-w-448279-fU,Alpha Solutions,Very Positive,5,12/11/23 10:28,Payment Issue,Chicago,Michigan,Call-Center,Above SLA,17,Chicago/IL,Y,N,Daniel Lee
DKK-57612037-w-195117-fU,Delta Services,Positive,2,12/24/23 15:34,Payment Issue,Dallas,California,Chatbot,Within SLA,34,Dallas/TX,Y,Y,Sophia Garcia
DKK-88079524-w-925209-fU,Nova Enterprises,Very Negative,1,12/5/23 11:29,New Service Inquiry,Houston,Arizona,Call-Center,Above SLA,54,Chicago/IL,Y,Y,David Kim
DKK-18640990-w-759095-fU,Pinnacle Group,Neutral,3,12/12/23 1:13,New Service Inquiry,San Diego,Arizona,Call-Center,Above SLA,7,Chicago/IL,Y,Y,Emily Johnson
DKK-84416218-w-794185-fU,Global Ventures,Very Positive,4,5/23/23 8:36,Billing Question,Dallas,Texas,Call-Center,Within SLA,58,Chicago/IL,N,Y,Anita Patel
DKK-20521130-w-972842-fU,Alpha Solutions,Neutral,2,3/27/23 14:31,Technical Support,Chicago,Michigan,Chatbot,Above SLA,22,New York/NY,N,N,Emily Johnson
DKK-64360556-w-872497-fU,Alpha Solutions,Negative,1,11/5/23 20:08,New Service Inquiry,San Diego,Texas,Chatbot,Above SLA,1,Dallas/TX,N,Y,Sophia Garcia
DKK-66049964-w-806709-fU,Berge and Sons,Very Negative,4,7/13/23 14:14,Service Outage,New York,Michigan,Call-Center,Within SLA,40,Chicago/IL,N,N,Linda Chen
DKK-53838609-w-785881-fU,Nova Enterprises,Neutral,5,4/13/23 21:27,Payment Issue,Los Angeles,California,Call-Center,Within SLA,50,New York/NY,N,N,Michael Brown
DKK-48000732-w-758811-fU,Pinnacle Group,Very Positive,1,11/4/23 15:04,New Service Inquiry,Dallas,Texas,Chatbot,Above SLA,1,Dallas/TX,Y,N,Daniel Lee
DKK-90502326-w-274917-fU,Omega Corp,Neutral,3,5/2/23 7:23,New Service Inquiry,San Jose,California,Chatbot,Above SLA,8,Los Angeles/CA,N,N,David Kim
DKK-21482803-w-491622-fU,Berge and Sons,Very Negative,3,5/31/23 18:30,New Service Inquiry,Dallas,Texas,Chatbot,Within SLA,57,Chicago/IL,Y,Y,David Kim
DKK-12167755-w-310253-fU,Nova Enterprises,Neutral,1,11/10/23 4:23,Technical Support,Chicago,Illinois,Call-Center,Above SLA,45,Los Angeles/CA,Y,Y,Daniel Lee
DKK-27573290-w-730496-fU,Prime Associates,Positive,1,9/19/23 8:53,Payment Issue,Detroit,Texas,Call-Center,Above SLA,40,Chicago/IL,Y,Y,John Smith
DKK-42357737-w-439877-fU,Nova Enterprises,Neutral,4,7/5/23 1:23,Payment Issue,New York,California,Call-Center,Within SLA,44,Dallas/TX,Y,N,Linda Chen
DKK-72985777-w-708130-fU,Nova Enterprises,Positive,1,10/4/23 10:42,New Service Inquiry,San Antonio,Michigan,Call-Center,Above SLA,51,New York/NY,N,N,Sophia Garcia
DKK-58078715-w-945628-fU,Berge and Sons,Positive,1,12/3/23 15:08,Billing Question,Houston,California,Chatbot,Above SLA,15,Dallas/TX,Y,N,John Smith
DKK-88490347-w-105839-fU,Pinnacle Group,Very Positive,4,4/10/23 9:13,Payment Issue,Los Angeles,Texas,Chatbot,Within SLA,48,Los Angeles/CA,N,Y,David Kim
DKK-35063761-w-255181-fU,Techtronics Ltd,Positive,2,12/19/23 19:08,Technical Support,New York,Texas,Chatbot,Within SLA,6,Chicago/IL,N,N,David Kim
DKK-93106864-w-908472-fU,Nova Enterprises,Very Positive,4,8/13/23 21:16,New Service Inquiry,Los Angeles,Arizona,Chatbot,Within SLA,30,Chicago/IL,Y,Y,Sophia Garcia
DKK-25011115-w-146045-fU,Global Ventures,Positive,5,9/13/23 3:00,New Service Inquiry,Phoenix,Michigan,Chatbot,Above SLA,42,Chicago/IL,N,Y,Emily Johnson
DKK-22952481-w-157266-fU,Nova Enterprises,Positive,4,2/5/23 22:33,New Service Inquiry,San Jose,Illinois,Chatbot,Above SLA,22,Chicago/IL,N,N,Emily Johnson
DKK-82152379-w-677823-fU,Nova Enterprises,Very Positive,3,3/21/23 17:41,Service Outage,San Diego,Arizona,Chatbot,Above SLA,25,Dallas/TX,Y,Y,John Smith
DKK-25756275-w-161377-fU,Pinnacle Group,Positive,5,3/24/23 5:50,Technical Support,Phoenix,New York,Chatbot,Above SLA,47,New York/NY,N,Y,Linda Chen
DKK-40768693-w-620043-fU,Techtronics Ltd,Neutral,4,1/24/23 19:04,Payment Issue,Dallas,New York,Chatbot,Above SLA,18,Chicago/IL,N,Y,Anita Patel
DKK-66824025-w-909043-fU,Nova Enterprises,Negative,1,11/5/23 17:31,Service Outage,Detroit,California,Chatbot,Within SLA,33,Dallas/TX,N,N,Michael Brown
DKK-44179815-w-197896-fU,Nova Enterprises,Neutral,3,8/6/23 13:43,Service Outage,San Jose,Illinois,Call-Center,Above SLA,56,Dallas/TX,Y,N,Anita Patel
DKK-58693037-w-486685-fU,Nova Enterprises,Very Positive,3,5/16/23 17:34,Service Outage,San Diego,Texas,Chatbot,Within SLA,43,Chicago/IL,Y,Y,Linda Chen
DKK-87202312-w-274497-fU,Omega Corp,Neutral,5,5/2/23 14:58,Payment Issue,Phoenix,Michigan,Chatbot,Within SLA,49,Chicago/IL,N,N,Linda Chen
DKK-58810621-w-460435-fU,Nova Enterprises,Positive,4,1/28/23 23:25,Payment Issue,Houston,California,Chatbot,Within SLA,23,Los Angeles/CA,Y,Y,Emily Johnson
DKK-44152399-w-931102-fU,Astro Tech,Very Positive,4,8/6/23 11:25,New Service Inquiry,San Jose,Arizona,Chatbot,Within SLA,43,New York/NY,Y,Y,John Smith
DKK-10796813-w-585459-fU,Astro Tech,Positive,5,11/12/23 0:06,New Service Inquiry,San Antonio,New York,Call-Center,Above SLA,35,New York/NY,N,N,Daniel Lee
DKK-46654247-w-734448-fU,Berge and Sons,Positive,2,11/22/23 0:47,Technical Support,San Jose,Texas,Chatbot,Above SLA,31,New York/NY,N,Y,Michael Brown
DKK-10271390-w-534818-fU,Astro Tech,Positive,5,2/9/23 22:56,New Service Inquiry,Houston,Arizona,Chatbot,Above SLA,13,Chicago/IL,Y,N,Linda Chen
DKK-42865181-w-394455-fU,Techtronics Ltd,Negative,2,7/27/23 13:21,Payment Issue,Chicago,Michigan,Call-Center,Within SLA,11,Dallas/TX,Y,N,Anita Patel
DKK-95766454-w-165487-fU,Omega Corp,Neutral,4,1/10/23 9:29,New Service Inquiry,Chicago,Arizona,Call-Center,Within SLA,57,New York/NY,Y,N,Sophia Garcia
DKK-47055655-w-927443-fU,Omega Corp,Neutral,3,12/31/23 8:59,Service Outage,Dallas,New York,Call-Center,Within SLA,45,Los Angeles/CA,N,N,John Smith
DKK-68067119-w-502788-fU,Pinnacle Group,Negative,5,9/27/23 10:17,New Service Inquiry,Houston,Arizona,Call-Center,Above SLA,9,Dallas/TX,Y,N,Daniel Lee
DKK-31567349-w-908156-fU,Techtronics Ltd,Negative,2,7/6/23 16:23,New Service Inquiry,San Diego,New York,Chatbot,Within SLA,1,Chicago/IL,Y,N,Michael Brown
DKK-26731438-w-196995-fU,Nova Enterprises,Positive,2,10/9/23 19:52,Technical Support,Phoenix,California,Chatbot,Within SLA,32,Chicago/IL,Y,Y,Linda Chen
DKK-75111297-w-958820-fU,Alpha Solutions,Negative,4,8/24/23 20:10,Billing Question,Detroit,Arizona,Call-Center,Above SLA,5,Los Angeles/CA,Y,Y,Daniel Lee
DKK-23503047-w-931253-fU,Astro Tech,Very Positive,4,5/13/23 18:10,New Service Inquiry,Phoenix,Illinois,Chatbot,Within SLA,48,New York/NY,N,Y,Sophia Garcia
DKK-62177372-w-882986-fU,Omega Corp,Very Positive,3,3/13/23 14:01,New Service Inquiry,San Antonio,Illinois,Chatbot,Above SLA,7,Los Angeles/CA,Y,Y,Sophia Garcia
DKK-52234575-w-275894-fU,Prime Associates,Positive,2,7/24/23 17:09,Technical Support,San Antonio,Arizona,Call-Center,Within SLA,43,Chicago/IL,N,Y,Emily Johnson
DKK-55454552-w-897883-fU,Delta Services,Very Positive,2,11/3/23 14:35,Service Outage,New York,California,Chatbot,Within SLA,48,Dallas/TX,Y,Y,John Smith
DKK-72985777-w-708130-fU,Nova Enterprises,Positive,1,10/4/23 10:42,New Service Inquiry,San Antonio,Michigan,Call-Center,Above SLA,51,New York/NY,N,N,Sophia Garcia
DKK-94158310-w-498611-fU,Alpha Solutions,Positive,2,5/15/23 19:57,New Service Inquiry,New York,Arizona,Chatbot,Above SLA,46,Dallas/TX,N,N,Linda Chen
DKK-51618306-w-899906-fU,Nova Enterprises,Neutral,2,5/7/23 4:14,Service Outage,New York,Illinois,Call-Center,Within SLA,19,Dallas/TX,Y,Y,Sophia Garcia
DKK-65716191-w-165370-fU,Alpha Solutions,Neutral,2,1/20/23 11:07,Technical Support,San Antonio,New York,Chatbot,Above SLA,27,Los Angeles/CA,N,Y,David Kim
DKK-16675258-w-501348-fU,Astro Tech,Very Positive,2,5/3/23 0:36,New Service Inquiry,Houston,Michigan,Call-Center,Within SLA,7,Los Angeles/CA,Y,Y,Daniel Lee
DKK-92800503-w-105602-fU,Alpha Solutions,Very Negative,4,7/12/23 23:41,Technical Support,San Jose,California,Call-Center,Within SLA,49,Chicago/IL,N,Y,Sophia Garcia
DKK-22952481-w-157266-fU,Berge and Sons,Positive,2,10/9/23 22:26,Payment Issue,Phoenix,Illinois,Chatbot,Within SLA,1,Chicago/IL,Y,Y,Sophia Garcia
DKK-40768693-w-620043-fU,Techtronics Ltd,Neutral,4,1/24/23 19:04,Payment Issue,Dallas,New York,Chatbot,Above SLA,18,Chicago/IL,N,Y,Anita Patel
DKK-53907465-w-587711-fU,Pinnacle Group,Negative,5,3/2/23 19:57,Technical Support,Detroit,Texas,Chatbot,Above SLA,16,Chicago/IL,N,N,David Kim
DKK-44962095-w-536563-fU,Nova Enterprises,Positive,2,1/28/23 17:52,New Service Inquiry,San Antonio,Illinois,Call-Center,Above SLA,58,Dallas/TX,N,N,John Smith
DKK-68663369-w-560754-fU,Global Ventures,Negative,5,8/7/23 13:42,Technical Support,New York,New York,Chatbot,Within SLA,16,New York/NY,N,N,Linda Chen
DKK-67864657-w-860768-fU,Techtronics Ltd,Very Negative,5,6/25/23 10:00,New Service Inquiry,San Antonio,California,Chatbot,Above SLA,2,New York/NY,Y,Y,John Smith
